i,e,c,p,l,real,predict
33,5,1,19,1,0.0,0.0
33,5,1,19,3,0.0,0.0
33,5,1,21,1,0.0,0.0
33,5,1,21,3,0.0,0.0
33,5,1,24,1,0.0,0.0
33,5,1,24,3,0.0,0.0
33,5,1,26,1,0.0,0.0
33,5,1,28,1,0.0,0.0
33,5,1,29,1,0.0,0.0
33,5,1,29,3,0.0,0.0
33,5,1,32,1,0.0,0.0
33,5,1,35,1,0.0,0.0
33,5,1,35,3,0.0,0.0
33,5,4,8,1,0.0,0.0
33,5,4,35,1,0.0,0.0
33,8,1,1,2,0.64,1.282
33,8,1,1,3,0.0,0.0
33,8,1,2,2,0.11,0.218
33,8,1,2,3,0.0,0.0
33,8,1,3,2,0.0,0.0
33,8,1,3,3,0.0,0.0
33,8,1,4,2,0.0,0.0
33,8,1,4,3,0.0,0.0
33,8,1,5,2,0.0,0.0
33,8,1,5,3,0.0,0.0
33,8,1,6,2,0.21,0.0
33,8,1,6,3,0.0,0.0
33,8,1,7,2,0.72,0.0
33,8,1,7,3,0.0,0.0
33,8,1,8,2,0.0,0.0
33,8,1,8,3,0.0,0.0
33,8,1,9,2,0.0,0.0
33,8,1,9,3,0.0,0.0
33,8,1,10,2,2.19,3.072
33,8,1,10,3,0.0,0.0
33,8,1,11,2,0.21,0.0
33,8,1,11,3,0.0,0.0
33,8,1,12,2,0.0,0.0
33,8,1,12,3,0.0,0.0
33,8,1,13,2,3.03,6.052
33,8,1,13,3,0.0,0.0
33,8,1,14,2,0.0,0.0
33,8,1,14,3,0.0,0.0
33,8,1,15,2,0.23,0.0
33,8,1,15,3,0.0,0.0
33,8,1,16,2,0.0,0.0
33,8,1,16,3,0.0,0.0
33,8,1,17,2,0.0,0.0
33,8,1,17,3,0.0,0.0
33,8,1,18,2,0.0,0.0
33,8,1,18,3,0.0,0.0
33,8,1,19,2,0.6,0.6559999999999999
33,8,1,19,3,0.0,0.0
33,8,1,20,2,0.0,0.0
33,8,1,20,3,0.0,0.0
33,8,1,21,2,0.13,0.262
33,8,1,21,3,0.0,0.0
33,8,1,22,2,0.0,0.0
33,8,1,22,3,0.0,0.0
33,8,1,23,2,0.0,0.0
33,8,1,23,3,0.0,0.0
33,8,1,24,2,4.95,9.898
33,8,1,24,3,0.0,0.0
33,8,1,25,2,0.0,0.0
33,8,1,25,3,0.0,0.0
33,8,1,26,2,0.0,0.0
33,8,1,28,2,0.1,0.21
33,8,1,28,3,0.0,0.0
33,8,1,29,2,0.0,0.0
33,8,1,29,3,0.0,0.0
33,8,1,30,3,0.0,0.0
33,8,1,31,2,0.0,0.0
33,8,1,31,3,0.0,0.0
33,8,1,32,2,0.83,0.0
33,8,1,32,3,0.0,0.0
33,8,1,35,2,0.0,0.0
33,8,1,35,3,0.0,0.0
33,8,4,1,2,0.0,0.0
33,8,4,3,2,0.0,0.0
33,8,4,3,3,0.0,0.0
33,8,4,4,2,0.0,0.0
33,8,4,5,2,0.0,0.0
33,8,4,7,2,0.0,0.0
33,8,4,7,3,0.0,0.0
33,8,4,8,2,0.0,0.0
33,8,4,10,2,0.0,0.0
33,8,4,10,3,0.0,0.0
33,8,4,11,2,0.0,0.0
33,8,4,12,2,0.0,0.0
33,8,4,13,2,0.0,0.0
33,8,4,14,2,0.0,0.0
33,8,4,15,2,0.0,0.0
33,8,4,19,2,0.0,0.0
33,8,4,19,3,0.0,0.0
33,8,4,21,2,0.0,0.0
33,8,4,24,2,0.0,0.0
33,8,4,25,3,0.0,0.0
33,8,7,10,2,0.0,0.0
33,8,7,10,3,0.0,0.0
33,9,1,1,2,0.0,0.0
33,9,1,1,3,0.0,0.0
33,9,1,2,2,0.0,0.0
33,9,1,2,3,0.0,0.0
33,9,1,3,2,0.34,0.26
33,9,1,3,3,0.0,0.0
33,9,1,4,2,0.0,0.0
33,9,1,4,3,0.0,0.0
33,9,1,5,2,0.0,0.0
33,9,1,5,3,0.0,0.0
33,9,1,6,2,0.0,0.0
33,9,1,6,3,0.0,0.0
33,9,1,7,2,0.39,0.268
33,9,1,7,3,0.0,0.0
33,9,1,8,2,0.0,0.0
33,9,1,8,3,0.0,0.0
33,9,1,9,2,0.0,0.0
33,9,1,9,3,0.0,0.0
33,9,1,10,2,1.56,1.404
33,9,1,10,3,0.0,0.0
33,9,1,11,2,0.13,0.0
33,9,1,11,3,0.0,0.0
33,9,1,12,2,0.0,0.0
33,9,1,12,3,0.0,0.0
33,9,1,13,2,0.26,0.518
33,9,1,13,3,0.0,0.0
33,9,1,14,2,0.0,0.0
33,9,1,14,3,0.0,0.0
33,9,1,15,2,0.0,0.0
33,9,1,15,3,0.0,0.0
33,9,1,16,2,0.0,0.0
33,9,1,16,3,0.0,0.0
33,9,1,17,2,0.0,0.0
33,9,1,17,3,0.0,0.0
33,9,1,18,2,0.0,0.0
33,9,1,18,3,0.0,0.0
33,9,1,19,2,0.2,0.0
33,9,1,19,3,0.0,0.0
33,9,1,20,2,0.0,0.0
33,9,1,20,3,0.0,0.0
33,9,1,21,2,0.0,0.0
33,9,1,21,3,0.0,0.0
33,9,1,22,2,0.0,0.0
33,9,1,22,3,0.0,0.0
33,9,1,23,2,0.0,0.0
33,9,1,24,2,0.0,0.0
33,9,1,24,3,0.0,0.0
33,9,1,25,2,0.0,0.0
33,9,1,25,3,0.0,0.0
33,9,1,26,2,0.0,0.0
33,9,1,28,2,0.0,0.0
33,9,1,28,3,0.0,0.0
33,9,1,29,2,0.0,0.0
33,9,1,29,3,0.0,0.0
33,9,1,31,2,0.0,0.0
33,9,1,31,3,0.0,0.0
33,9,1,32,2,0.0,0.0
33,9,1,32,3,0.0,0.0
33,9,1,35,2,0.0,0.0
33,9,1,35,3,0.0,0.0
33,9,4,1,2,0.0,0.0
33,9,4,3,2,0.0,0.0
33,9,4,4,2,0.0,0.0
33,9,4,7,2,0.0,0.0
33,9,4,9,2,0.0,0.0
33,9,4,10,2,0.0,0.0
33,9,4,10,3,0.0,0.0
33,9,4,12,2,0.0,0.0
33,9,4,13,2,0.0,0.0
33,9,4,19,2,0.0,0.0
33,9,4,21,2,0.0,0.0
33,9,4,24,2,0.0,0.0
33,9,4,25,2,0.0,0.0
33,9,7,10,2,0.0,0.0
33,10,1,1,2,0.0,0.0
33,10,1,1,3,0.9,0.924
33,10,1,1,4,0.0,0.0
33,10,1,2,2,0.0,0.0
33,10,1,2,3,0.0,0.0
33,10,1,2,4,0.0,0.0
33,10,1,3,2,0.0,0.0
33,10,1,3,3,0.0,0.0
33,10,1,3,4,0.0,0.0
33,10,1,4,2,0.0,0.0
33,10,1,4,3,0.0,0.0
33,10,1,4,4,0.0,0.0
33,10,1,5,1,0.0,0.0
33,10,1,5,2,0.0,0.0
33,10,1,5,3,0.46,0.0
33,10,1,5,4,0.0,0.0
33,10,1,6,2,0.0,0.0
33,10,1,6,3,0.31,0.0
33,10,1,6,4,0.0,0.0
33,10,1,7,2,0.0,0.0
33,10,1,7,3,1.04,1.84
33,10,1,7,4,0.2,0.0
33,10,1,8,2,0.0,0.0
33,10,1,8,3,0.0,0.0
33,10,1,8,4,0.0,0.0
33,10,1,9,2,0.0,0.0
33,10,1,9,3,0.0,0.0
33,10,1,9,4,0.13,0.0
33,10,1,10,1,0.0,0.0
33,10,1,10,2,0.0,0.0
33,10,1,10,3,1.55,2.312
33,10,1,10,4,0.18,0.0
33,10,1,11,2,0.0,0.0
33,10,1,11,3,0.0,0.0
33,10,1,11,4,0.0,0.0
33,10,1,12,2,0.0,0.0
33,10,1,12,3,0.0,0.0
33,10,1,12,4,0.0,0.0
33,10,1,13,2,0.0,0.0
33,10,1,13,3,0.41,0.826
33,10,1,13,4,0.0,0.0
33,10,1,14,2,0.0,0.0
33,10,1,14,3,0.2,0.0
33,10,1,14,4,0.21,0.206
33,10,1,15,2,0.24,0.478
33,10,1,15,3,1.64,1.608
33,10,1,15,4,0.0,0.0
33,10,1,16,2,0.0,0.0
33,10,1,16,3,0.35,0.702
33,10,1,16,4,0.0,0.0
33,10,1,17,2,0.0,0.0
33,10,1,17,3,0.0,0.0
33,10,1,17,4,0.0,0.0
33,10,1,18,2,0.0,0.0
33,10,1,18,3,0.0,0.0
33,10,1,18,4,0.0,0.0
33,10,1,19,2,0.0,0.0
33,10,1,19,3,0.0,0.0
33,10,1,19,4,0.0,0.0
33,10,1,20,3,0.0,0.0
33,10,1,20,4,0.0,0.0
33,10,1,21,2,0.0,0.0
33,10,1,21,3,0.57,0.0
33,10,1,21,4,0.11,0.0
33,10,1,22,2,0.0,0.0
33,10,1,22,3,0.0,0.0
33,10,1,22,4,0.0,0.0
33,10,1,23,2,0.0,0.0
33,10,1,23,3,0.0,0.0
33,10,1,23,4,0.0,0.0
33,10,1,24,2,0.0,0.0
33,10,1,24,3,0.0,0.0
33,10,1,24,4,0.0,0.0
33,10,1,25,2,0.0,0.0
33,10,1,25,3,0.0,0.0
33,10,1,25,4,0.0,0.0
33,10,1,26,3,0.0,0.0
33,10,1,26,4,0.0,0.0
33,10,1,28,2,0.0,0.0
33,10,1,28,3,0.16,0.322
33,10,1,28,4,0.0,0.0
33,10,1,29,2,0.0,0.0
33,10,1,29,3,0.0,0.0
33,10,1,29,4,0.0,0.0
33,10,1,30,3,0.0,0.0
33,10,1,31,2,0.0,0.0
33,10,1,31,3,0.0,0.0
33,10,1,31,4,0.0,0.0
33,10,1,32,2,0.0,0.0
33,10,1,32,3,0.0,0.0
33,10,1,32,4,0.0,0.0
33,10,1,35,2,0.0,0.0
33,10,1,35,3,0.0,0.0
33,10,1,35,4,0.0,0.0
33,10,4,1,3,0.0,0.0
33,10,4,1,4,0.0,0.0
33,10,4,2,4,0.0,0.0
33,10,4,3,3,0.0,0.0
33,10,4,4,3,0.0,0.0
33,10,4,5,3,0.0,0.0
33,10,4,5,4,0.0,0.0
33,10,4,7,3,0.0,0.0
33,10,4,8,3,0.0,0.0
33,10,4,10,3,0.0,0.0
33,10,4,10,4,0.0,0.0
33,10,4,12,3,0.0,0.0
33,10,4,13,3,0.0,0.0
33,10,4,15,3,0.0,0.0
33,10,4,16,3,0.0,0.0
33,10,4,18,3,0.0,0.0
33,10,4,19,1,0.0,0.0
33,10,4,19,4,0.0,0.0
33,10,4,21,3,0.0,0.0
33,10,4,24,3,0.0,0.0
33,10,4,28,3,0.0,0.0
33,10,7,10,1,0.0,0.0
33,10,7,10,3,0.0,0.0
33,10,7,10,4,0.0,0.0
33,11,1,1,2,0.0,0.0
33,11,1,1,3,0.0,0.0
33,11,1,2,2,0.0,0.0
33,11,1,2,3,0.0,0.0
33,11,1,3,2,0.0,0.0
33,11,1,3,3,0.0,0.0
33,11,1,4,2,0.0,0.0
33,11,1,4,3,0.0,0.0
33,11,1,5,2,0.0,0.0
33,11,1,5,3,0.0,0.0
33,11,1,6,2,0.0,0.0
33,11,1,7,2,0.0,0.0
33,11,1,7,3,0.0,0.0
33,11,1,8,2,0.0,0.0
33,11,1,8,3,0.0,0.0
33,11,1,10,2,0.0,0.0
33,11,1,10,3,0.0,0.0
33,11,1,11,2,0.0,0.0
33,11,1,11,3,0.0,0.0
33,11,1,12,2,0.0,0.0
33,11,1,12,3,0.0,0.0
33,11,1,13,2,0.0,0.0
33,11,1,13,3,0.0,0.0
33,11,1,14,2,0.0,0.0
33,11,1,14,3,0.0,0.0
33,11,1,15,2,0.0,0.0
33,11,1,16,2,0.0,0.0
33,11,1,17,2,0.0,0.0
33,11,1,17,3,0.0,0.0
33,11,1,18,2,0.0,0.0
33,11,1,18,3,0.0,0.0
33,11,1,19,2,0.0,0.0
33,11,1,19,3,0.0,0.0
33,11,1,20,2,0.0,0.0
33,11,1,21,2,0.0,0.0
33,11,1,21,3,0.0,0.0
33,11,1,22,2,0.0,0.0
33,11,1,23,2,0.0,0.0
33,11,1,24,2,0.0,0.0
33,11,1,29,2,0.0,0.0
33,11,1,31,2,0.0,0.0
33,11,1,35,2,0.0,0.0
33,11,4,1,2,0.0,0.0
33,11,4,5,2,0.0,0.0
33,11,4,7,2,0.0,0.0
33,11,4,12,2,0.0,0.0
33,-1,1,1,3,0.0,0.0
33,-1,1,2,3,0.0,0.0
33,-1,1,3,3,0.0,0.0
33,-1,1,4,3,0.0,0.0
33,-1,1,5,3,0.0,0.0
33,-1,1,6,3,0.0,0.0
33,-1,1,7,3,0.0,0.0
33,-1,1,8,3,0.0,0.0
33,-1,1,9,3,0.0,0.0
33,-1,1,10,3,0.0,0.0
33,-1,1,11,3,0.0,0.0
33,-1,1,12,3,0.0,0.0
33,-1,1,13,3,0.0,0.0
33,-1,1,14,3,0.0,0.0
33,-1,1,15,3,0.0,0.0
33,-1,1,16,3,0.0,0.0
33,-1,1,17,3,0.0,0.0
33,-1,1,18,3,0.0,0.0
33,-1,1,19,3,0.0,0.0
33,-1,1,20,3,0.0,0.0
33,-1,1,21,3,0.0,0.0
33,-1,1,22,3,0.0,0.0
33,-1,1,23,3,0.0,0.0
33,-1,1,24,3,0.0,0.0
33,-1,1,25,3,0.0,0.0
33,-1,1,26,3,0.0,0.0
33,-1,1,28,3,0.0,0.0
33,-1,1,29,3,0.0,0.0
33,-1,1,31,3,0.0,0.0
33,-1,1,32,3,0.0,0.0
33,-1,1,35,3,0.0,0.0
33,-1,4,10,3,0.0,0.0
34,1,3,1,3,0.0,0.0
34,1,3,2,3,0.0,0.0
34,1,3,3,3,0.0,0.0
34,1,3,4,3,0.0,0.0
34,1,3,5,3,0.1,0.0
34,1,3,6,3,0.0,0.0
34,1,3,7,3,0.0,0.0
34,1,3,8,3,0.0,0.0
34,1,3,9,3,0.0,0.0
34,1,3,10,3,0.0,0.0
34,1,3,11,3,0.0,0.0
34,1,3,12,3,0.0,0.0
34,1,3,13,3,0.0,0.0
34,1,3,14,3,0.0,0.0
34,1,3,15,3,0.0,0.0
34,1,3,16,3,0.0,0.0
34,1,3,17,3,0.0,0.0
34,1,3,18,3,0.0,0.0
34,1,3,19,3,0.0,0.0
34,1,3,20,3,0.0,0.0
34,1,3,21,3,0.0,0.0
34,1,3,22,3,0.0,0.0
34,1,3,23,3,0.0,0.0
34,1,3,24,3,0.0,0.0
34,1,3,25,3,0.0,0.0
34,1,3,26,3,0.0,0.0
34,1,3,28,3,0.0,0.0
34,1,3,29,3,0.0,0.0
34,1,3,32,3,0.0,0.0
34,1,3,35,3,0.0,0.0
34,1,5,1,3,8.03,10.482
34,1,5,2,3,2.5,1.6619999999999997
34,1,5,3,3,6.31,6.622
34,1,5,4,3,8.6,8.225999999999999
34,1,5,5,3,8.47,8.778
34,1,5,6,3,3.38,3.3840000000000003
34,1,5,7,3,10.33,11.908
34,1,5,8,3,1.09,0.714
34,1,5,9,3,5.84,5.304
34,1,5,10,3,29.8,31.606
34,1,5,11,3,9.19,11.902
34,1,5,12,3,8.22,10.806
34,1,5,13,3,6.59,8.656
34,1,5,14,3,5.21,2.912
34,1,5,15,3,15.07,14.983999999999998
34,1,5,16,3,11.81,10.802
34,1,5,17,3,10.03,10.702000000000002
34,1,5,18,3,9.76,11.634
34,1,5,19,3,51.7,46.214
34,1,5,20,3,1.27,1.448
34,1,5,21,3,12.89,14.682
34,1,5,22,3,5.14,2.448
34,1,5,23,3,3.72,2.252
34,1,5,24,3,5.92,6.876
34,1,5,25,3,1.73,2.332
34,1,5,26,3,1.1,1.164
34,1,5,27,3,0.0,0.0
34,1,5,28,3,1.06,0.5599999999999999
34,1,5,29,3,4.51,4.324
34,1,5,30,3,0.41,0.0
34,1,5,31,3,0.68,1.096
34,1,5,32,3,1.98,1.636
34,1,5,33,3,0.0,0.0
34,1,5,35,3,35.65,29.294
34,2,3,1,1,0.0,0.0
34,2,3,2,1,0.0,0.0
34,2,3,3,1,0.0,0.0
34,2,3,5,1,0.0,0.0
34,2,3,7,1,0.0,0.0
34,2,3,9,1,0.0,0.0
34,2,3,10,1,0.0,0.0
34,2,3,12,1,0.0,0.0
34,2,3,13,1,0.0,0.0
34,2,3,14,1,0.0,0.0
34,2,3,15,1,0.0,0.0
34,2,3,16,1,0.0,0.0
34,2,3,17,1,0.0,0.0
34,2,3,18,1,0.0,0.0
34,2,3,19,1,0.0,0.0
34,2,3,21,1,0.0,0.0
34,2,3,24,1,0.0,0.0
34,2,3,28,1,0.0,0.0
34,2,3,35,1,0.0,0.0
34,2,5,1,1,0.0,0.0
34,2,5,1,3,0.0,0.0
34,2,5,2,1,0.0,0.0
34,2,5,3,1,0.0,0.0
34,2,5,3,3,0.0,0.0
34,2,5,4,1,0.12,0.0
34,2,5,5,1,0.0,0.0
34,2,5,5,3,0.0,0.0
34,2,5,6,1,0.0,0.0
34,2,5,7,1,0.1,0.21
34,2,5,8,1,0.11,0.2279999999999999
34,2,5,9,1,0.0,0.0
34,2,5,10,1,0.0,0.0
34,2,5,10,3,0.0,0.0
34,2,5,11,1,0.0,0.0
34,2,5,11,3,0.0,0.0
34,2,5,12,1,0.17,0.3339999999999999
34,2,5,13,1,0.25,0.284
34,2,5,14,1,0.13,0.0
34,2,5,14,3,0.0,0.0
34,2,5,15,1,0.0,0.0
34,2,5,15,3,0.0,0.0
34,2,5,16,1,0.0,0.0
34,2,5,17,1,0.0,0.0
34,2,5,17,3,0.0,0.0
34,2,5,18,1,0.12,0.2339999999999999
34,2,5,19,1,0.0,0.0
34,2,5,19,3,0.0,0.0
34,2,5,20,1,0.0,0.0
34,2,5,21,1,0.0,0.0
34,2,5,21,3,0.0,0.0
34,2,5,22,1,0.0,0.0
34,2,5,23,1,0.0,0.0
34,2,5,23,3,0.0,0.0
34,2,5,24,1,0.0,0.0
34,2,5,25,1,0.0,0.0
34,2,5,26,1,0.0,0.0
34,2,5,28,1,0.0,0.0
34,2,5,29,1,0.0,0.0
34,2,5,31,1,0.0,0.0
34,2,5,32,1,0.0,0.0
34,2,5,32,3,0.0,0.0
34,2,5,33,1,0.0,0.0
34,2,5,35,1,0.37,0.742
34,2,5,35,3,0.0,0.0
34,3,3,1,3,0.0,0.0
34,3,3,2,3,0.0,0.0
34,3,3,3,3,1.01,2.026
34,3,3,4,3,0.0,0.0
34,3,3,5,3,0.21,0.0
34,3,3,6,3,0.0,0.0
34,3,3,7,3,0.0,0.0
34,3,3,8,3,0.0,0.0
34,3,3,9,3,0.0,0.0
34,3,3,10,3,0.0,0.0
34,3,3,11,3,0.0,0.0
34,3,3,12,3,1.3,2.608
34,3,3,13,3,0.0,0.0
34,3,3,14,3,0.0,0.0
34,3,3,15,3,0.84,1.684
34,3,3,16,3,0.23,0.0
34,3,3,17,3,0.0,0.0
34,3,3,18,3,0.0,0.0
34,3,3,19,3,0.0,0.0
34,3,3,20,3,0.0,0.0
34,3,3,21,3,0.0,0.0
34,3,3,22,3,0.0,0.0
34,3,3,23,3,0.0,0.0
34,3,3,24,3,0.0,0.0
34,3,3,25,3,0.0,0.0
34,3,3,26,3,0.0,0.0
34,3,3,28,3,0.0,0.0
34,3,3,29,3,0.0,0.0
34,3,3,30,3,0.0,0.0
34,3,3,31,3,0.0,0.0
34,3,3,32,3,0.0,0.0
34,3,3,35,3,0.1,0.202
34,3,5,1,2,0.0,0.0
34,3,5,1,3,89.9,98.68200000000002
34,3,5,2,3,35.51,23.918
34,3,5,3,2,0.0,0.0
34,3,5,3,3,99.11,84.63799999999999
34,3,5,4,2,0.0,0.0
34,3,5,4,3,58.42,63.67199999999999
34,3,5,5,2,0.0,0.0
34,3,5,5,3,83.26,88.856
34,3,5,6,2,0.0,0.0
34,3,5,6,3,103.81,98.248
34,3,5,7,2,0.0,0.0
34,3,5,7,3,56.84,59.79
34,3,5,8,2,0.0,0.0
34,3,5,8,3,34.27,34.042
34,3,5,9,2,0.0,0.0
34,3,5,9,3,30.93,35.656000000000006
34,3,5,10,2,0.13,0.264
34,3,5,10,3,249.35,225.786
34,3,5,10,4,0.0,0.0
34,3,5,11,2,0.0,0.0
34,3,5,11,3,144.42,128.686
34,3,5,12,2,0.0,0.0
34,3,5,12,3,58.5,65.75800000000001
34,3,5,13,2,0.0,0.0
34,3,5,13,3,74.76,72.014
34,3,5,13,4,0.0,0.0
34,3,5,14,2,0.0,0.0
34,3,5,14,3,58.24,47.32
34,3,5,15,2,0.0,0.0
34,3,5,15,3,114.58,111.896
34,3,5,16,2,0.0,0.0
34,3,5,16,3,131.99,141.03199999999998
34,3,5,17,2,0.0,0.0
34,3,5,17,3,74.08,73.338
34,3,5,18,2,0.0,0.0
34,3,5,18,3,70.12,71.644
34,3,5,19,2,0.0,0.0
34,3,5,19,3,542.41,552.074
34,3,5,20,3,20.72,29.244
34,3,5,21,2,0.0,0.0
34,3,5,21,3,106.78,102.878
34,3,5,22,2,0.0,0.0
34,3,5,22,3,66.83,58.978
34,3,5,23,2,0.0,0.0
34,3,5,23,3,85.54,109.82800000000002
34,3,5,24,2,0.0,0.0
34,3,5,24,3,56.96,46.67
34,3,5,25,3,10.16,12.322
34,3,5,26,3,6.12,0.526
34,3,5,27,3,0.0,0.0
34,3,5,28,3,34.99,20.218
34,3,5,29,3,72.09,89.312
34,3,5,30,3,0.66,0.438
34,3,5,31,3,19.36,18.792
34,3,5,32,3,38.06,21.518
34,3,5,33,3,0.0,0.0
34,3,5,35,2,0.0,0.0
34,3,5,35,3,297.29,270.456
34,4,3,1,1,0.0,0.0
34,4,3,2,1,0.0,0.0
34,4,3,3,1,0.0,0.0
34,4,3,4,1,0.0,0.0
34,4,3,5,1,0.0,0.0
34,4,3,6,1,0.0,0.0
34,4,3,7,1,0.0,0.0
34,4,3,8,1,0.0,0.0
34,4,3,9,1,0.0,0.0
34,4,3,9,3,0.0,0.0
34,4,3,10,1,0.12,0.0
34,4,3,10,3,0.0,0.0
34,4,3,11,1,0.0,0.0
34,4,3,12,1,0.0,0.0
34,4,3,13,1,0.0,0.0
34,4,3,14,1,0.0,0.0
34,4,3,15,1,0.0,0.0
34,4,3,15,3,0.0,0.0
34,4,3,16,1,0.0,0.0
34,4,3,17,1,0.0,0.0
34,4,3,18,1,0.0,0.0
34,4,3,19,1,0.44,0.0
34,4,3,20,1,0.0,0.0
34,4,3,21,1,0.0,0.0
34,4,3,22,1,0.0,0.0
34,4,3,23,1,0.0,0.0
34,4,3,24,1,0.0,0.0
34,4,3,25,1,0.0,0.0
34,4,3,26,1,0.0,0.0
34,4,3,28,1,0.0,0.0
34,4,3,29,1,0.0,0.0
34,4,3,31,1,0.0,0.0
34,4,3,32,1,0.0,0.0
34,4,3,35,1,0.0,0.0
34,4,3,35,3,0.0,0.0
34,4,5,1,1,21.42,22.026
34,4,5,1,3,0.0,0.0
34,4,5,2,1,3.73,2.972
34,4,5,2,3,0.0,0.0
34,4,5,3,1,12.49,14.207999999999998
34,4,5,3,3,0.0,0.0
34,4,5,4,1,6.34,6.094
34,4,5,4,3,0.0,0.0
34,4,5,5,1,16.29,18.69
34,4,5,5,3,0.0,0.0
34,4,5,6,1,7.47,7.158000000000001
34,4,5,6,3,0.0,0.0
34,4,5,7,1,16.71,19.018
34,4,5,7,3,0.0,0.0
34,4,5,8,1,5.67,2.91
34,4,5,8,3,0.0,0.0
34,4,5,9,1,10.27,11.056
34,4,5,9,3,0.0,0.0
34,4,5,10,1,69.46,67.18
34,4,5,10,3,0.0,0.0
34,4,5,11,1,24.37,19.276
34,4,5,11,3,0.0,0.0
34,4,5,12,1,20.46,25.748
34,4,5,12,3,0.0,0.0
34,4,5,13,1,8.47,6.536
34,4,5,13,3,0.0,0.0
34,4,5,14,1,6.7,4.2860000000000005
34,4,5,14,3,0.0,0.0
34,4,5,15,1,45.3,51.446000000000005
34,4,5,15,3,0.0,0.0
34,4,5,16,1,33.17,36.166
34,4,5,16,3,0.0,0.0
34,4,5,17,1,17.12,17.676000000000002
34,4,5,17,3,0.0,0.0
34,4,5,18,1,24.36,35.89
34,4,5,18,3,0.0,0.0
34,4,5,19,1,84.06,80.386
34,4,5,19,3,0.0,0.0
34,4,5,20,1,2.1,0.67
34,4,5,20,3,0.0,0.0
34,4,5,21,1,22.94,27.864
34,4,5,21,3,0.0,0.0
34,4,5,22,1,7.87,3.45
34,4,5,22,3,0.0,0.0
34,4,5,23,1,3.78,4.144
34,4,5,23,3,0.0,0.0
34,4,5,24,1,13.99,11.27
34,4,5,24,3,0.0,0.0
34,4,5,25,1,4.51,7.412000000000001
34,4,5,25,3,0.0,0.0
34,4,5,26,1,2.9,2.334
34,4,5,26,3,0.0,0.0
34,4,5,27,1,0.0,0.0
34,4,5,28,1,4.98,3.692
34,4,5,28,3,0.0,0.0
34,4,5,29,1,10.14,7.018000000000001
34,4,5,29,3,0.0,0.0
34,4,5,30,1,0.0,0.0
34,4,5,30,3,0.0,0.0
34,4,5,31,1,1.18,2.354
34,4,5,31,3,0.0,0.0
34,4,5,32,1,17.6,15.078
34,4,5,32,3,0.0,0.0
34,4,5,33,1,0.0,0.0
34,4,5,35,1,97.88,92.43
34,4,5,35,3,0.0,0.0
34,5,3,1,1,0.0,0.0
34,5,3,2,1,0.0,0.0
34,5,3,3,1,0.0,0.0
34,5,3,5,1,0.0,0.0
34,5,3,7,1,0.0,0.0
34,5,3,10,1,0.0,0.0
34,5,3,15,1,0.0,0.0
34,5,3,17,1,0.0,0.0
34,5,3,18,1,0.0,0.0
34,5,3,19,1,0.0,0.0
34,5,3,21,1,0.0,0.0
34,5,3,22,1,0.0,0.0
34,5,3,24,1,0.0,0.0
34,5,3,25,1,0.0,0.0
34,5,3,29,1,0.0,0.0
34,5,3,31,1,0.0,0.0
34,5,3,35,1,0.0,0.0
34,5,5,1,1,0.16,0.318
34,5,5,1,3,0.0,0.0
34,5,5,2,1,0.13,0.258
34,5,5,3,1,0.0,0.0
34,5,5,4,1,0.0,0.0
34,5,5,5,1,0.0,0.0
34,5,5,5,3,0.0,0.0
34,5,5,6,1,0.0,0.0
34,5,5,6,3,0.0,0.0
34,5,5,7,1,0.13,0.268
34,5,5,8,1,0.0,0.0
34,5,5,9,1,0.0,0.0
34,5,5,10,1,0.0,0.0
34,5,5,10,3,0.0,0.0
34,5,5,11,1,0.14,0.2799999999999999
34,5,5,11,3,0.0,0.0
34,5,5,12,1,0.38,0.4859999999999999
34,5,5,13,1,0.0,0.0
34,5,5,13,3,0.0,0.0
34,5,5,14,1,0.0,0.0
34,5,5,15,1,0.0,0.0
34,5,5,15,3,0.0,0.0
34,5,5,16,1,0.0,0.0
34,5,5,16,3,0.0,0.0
34,5,5,17,1,0.0,0.0
34,5,5,17,3,0.0,0.0
34,5,5,18,1,0.11,0.0
34,5,5,19,1,0.14,0.0
34,5,5,19,3,0.0,0.0
34,5,5,20,1,0.0,0.0
34,5,5,20,3,0.0,0.0
34,5,5,21,1,0.0,0.0
34,5,5,22,1,0.0,0.0
34,5,5,23,1,0.0,0.0
34,5,5,23,3,0.0,0.0
34,5,5,24,1,0.12,0.236
34,5,5,25,1,0.0,0.0
34,5,5,26,1,0.0,0.0
34,5,5,28,1,0.0,0.0
34,5,5,29,1,0.0,0.0
34,5,5,30,1,0.0,0.0
34,5,5,31,1,0.13,0.252
34,5,5,32,1,0.0,0.0
34,5,5,33,1,0.0,0.0
34,5,5,35,1,1.0,1.138
34,5,5,35,3,0.0,0.0
34,8,3,1,2,0.0,0.0
34,8,3,2,2,0.0,0.0
34,8,3,3,2,0.0,0.0
34,8,3,4,2,0.0,0.0
34,8,3,5,2,0.0,0.0
34,8,3,6,2,0.0,0.0
34,8,3,7,2,0.0,0.0
34,8,3,8,2,0.0,0.0
34,8,3,9,2,0.0,0.0
34,8,3,9,3,0.0,0.0
34,8,3,10,2,0.0,0.0
34,8,3,11,2,0.0,0.0
34,8,3,11,3,0.0,0.0
34,8,3,12,2,0.0,0.0
34,8,3,13,2,0.0,0.0
34,8,3,14,2,0.0,0.0
