i,e,c,p,l,real,predict
i38,e04,c4,p30,l4,0.0,0.0
i38,e04,c4,p31,l1,0.0,0.0
i38,e04,c4,p31,l3,0.0,0.0
i38,e04,c4,p31,l4,0.0,0.0
i38,e04,c4,p32,l1,0.85,1.698
i38,e04,c4,p32,l3,0.0,0.0
i38,e04,c4,p32,l4,0.0,0.0
i38,e04,c4,p33,l1,0.0,0.0
i38,e04,c4,p34,l1,0.0,0.0
i38,e04,c4,p35,l1,0.0,0.0
i38,e04,c4,p35,l4,0.0,0.0
i38,e04,c7,p01,l1,0.0,0.0
i38,e04,c7,p02,l1,0.0,0.0
i38,e04,c7,p02,l4,0.0,0.0
i38,e04,c7,p03,l1,0.0,0.0
i38,e04,c7,p03,l4,0.0,0.0
i38,e04,c7,p06,l1,0.0,0.0
i38,e04,c7,p06,l4,0.0,0.0
i38,e04,c7,p07,l1,0.0,0.0
i38,e04,c7,p07,l4,0.0,0.0
i38,e04,c7,p09,l1,0.0,0.0
i38,e04,c7,p09,l4,0.0,0.0
i38,e04,c7,p10,l1,0.0,0.0
i38,e04,c7,p10,l4,0.0,0.0
i38,e04,c7,p11,l1,0.0,0.0
i38,e04,c7,p11,l4,0.0,0.0
i38,e04,c7,p12,l1,0.0,0.0
i38,e04,c7,p13,l1,0.0,0.0
i38,e04,c7,p13,l4,0.0,0.0
i38,e04,c7,p15,l1,0.0,0.0
i38,e04,c7,p17,l1,0.0,0.0
i38,e04,c7,p17,l4,0.0,0.0
i38,e04,c7,p18,l1,0.0,0.0
i38,e04,c7,p18,l4,0.0,0.0
i38,e04,c7,p19,l1,0.0,0.0
i38,e04,c7,p19,l4,0.0,0.0
i38,e04,c7,p21,l1,0.0,0.0
i38,e04,c7,p21,l4,0.0,0.0
i38,e04,c7,p23,l1,0.0,0.0
i38,e04,c7,p24,l1,0.0,0.0
i38,e04,c7,p25,l1,0.0,0.0
i38,e04,c7,p25,l4,0.0,0.0
i38,e04,c7,p26,l1,0.0,0.0
i38,e04,c7,p30,l1,0.0,0.0
i38,e04,c7,p35,l1,0.0,0.0
i38,e04,c8,p10,l1,0.0,0.0
i38,e04,c8,p11,l1,0.0,0.0
i38,e05,c1,p01,l1,1.06,0.6779999999999999
i38,e05,c1,p02,l1,0.14,0.27999999999999997
i38,e05,c1,p03,l1,1.01,1.184
i38,e05,c1,p04,l1,0.37,0.256
i38,e05,c1,p05,l1,0.82,0.21000000000000002
i38,e05,c1,p06,l1,0.12,0.25
i38,e05,c1,p07,l1,1.87,2.1420000000000003
i38,e05,c1,p08,l1,0.0,0.0
i38,e05,c1,p09,l1,0.24,0.286
i38,e05,c1,p10,l1,11.0,13.38
i38,e05,c1,p11,l1,1.47,0.99
i38,e05,c1,p12,l1,1.04,0.51
i38,e05,c1,p13,l1,2.21,2.026
i38,e05,c1,p14,l1,0.4,0.298
i38,e05,c1,p15,l1,0.96,1.476
i38,e05,c1,p16,l1,0.86,0.99
i38,e05,c1,p17,l1,0.26,0.298
i38,e05,c1,p18,l1,0.32,0.0
i38,e05,c1,p19,l1,3.14,3.2080000000000006
i38,e05,c1,p20,l1,0.0,0.0
i38,e05,c1,p21,l1,0.97,0.22799999999999998
i38,e05,c1,p22,l1,0.26,0.0
i38,e05,c1,p23,l1,0.16,0.0
i38,e05,c1,p24,l1,0.51,0.68
i38,e05,c1,p25,l1,0.0,0.0
i38,e05,c1,p26,l1,0.0,0.0
i38,e05,c1,p27,l1,0.0,0.0
i38,e05,c1,p28,l1,0.67,0.44000000000000006
i38,e05,c1,p29,l1,0.12,0.236
i38,e05,c1,p30,l1,0.0,0.0
i38,e05,c1,p31,l1,0.0,0.0
i38,e05,c1,p32,l1,0.18,0.0
i38,e05,c1,p33,l1,0.0,0.0
i38,e05,c1,p34,l1,0.0,0.0
i38,e05,c1,p35,l1,1.13,1.092
i38,e05,c4,p01,l1,0.0,0.0
i38,e05,c4,p02,l1,0.0,0.0
i38,e05,c4,p03,l1,0.24,0.0
i38,e05,c4,p04,l1,0.0,0.0
i38,e05,c4,p05,l1,0.0,0.0
i38,e05,c4,p06,l1,0.0,0.0
i38,e05,c4,p07,l1,0.22,0.0
i38,e05,c4,p08,l1,0.0,0.0
i38,e05,c4,p09,l1,0.0,0.0
i38,e05,c4,p10,l1,0.1,0.0
i38,e05,c4,p11,l1,0.1,0.20600000000000002
i38,e05,c4,p12,l1,0.0,0.0
i38,e05,c4,p13,l1,0.0,0.0
i38,e05,c4,p14,l1,0.0,0.0
i38,e05,c4,p15,l1,0.18,0.358
i38,e05,c4,p16,l1,0.0,0.0
i38,e05,c4,p17,l1,0.0,0.0
i38,e05,c4,p18,l1,0.0,0.0
i38,e05,c4,p19,l1,0.0,0.0
i38,e05,c4,p20,l1,0.0,0.0
i38,e05,c4,p21,l1,0.0,0.0
i38,e05,c4,p22,l1,0.0,0.0
i38,e05,c4,p23,l1,0.0,0.0
i38,e05,c4,p24,l1,0.0,0.0
i38,e05,c4,p25,l1,0.0,0.0
i38,e05,c4,p26,l1,0.0,0.0
i38,e05,c4,p28,l1,0.0,0.0
i38,e05,c4,p29,l1,0.0,0.0
i38,e05,c4,p30,l1,0.0,0.0
i38,e05,c4,p31,l1,0.0,0.0
i38,e05,c4,p32,l1,0.0,0.0
i38,e05,c4,p35,l1,0.0,0.0
i38,e05,c7,p03,l1,0.0,0.0
i38,e05,c7,p07,l1,0.0,0.0
i38,e05,c7,p10,l1,0.0,0.0
i38,e05,c7,p18,l1,0.0,0.0
i38,e05,c7,p21,l1,0.0,0.0
i38,e05,c7,p25,l1,0.0,0.0
i38,e05,c7,p35,l1,0.0,0.0
i38,e06,c1,p01,l1,4.41,3.3619999999999997
i38,e06,c1,p02,l1,1.03,1.1300000000000001
i38,e06,c1,p03,l1,1.48,2.566
i38,e06,c1,p04,l1,1.12,0.0
i38,e06,c1,p05,l1,2.47,1.762
i38,e06,c1,p06,l1,0.65,0.642
i38,e06,c1,p07,l1,1.63,1.7399999999999998
i38,e06,c1,p08,l1,0.0,0.0
i38,e06,c1,p09,l1,0.11,0.22000000000000003
i38,e06,c1,p10,l1,82.17,124.83600000000001
i38,e06,c1,p11,l1,4.15,1.8419999999999999
i38,e06,c1,p12,l1,4.31,4.5
i38,e06,c1,p13,l1,45.93,39.446
i38,e06,c1,p14,l1,0.0,0.0
i38,e06,c1,p15,l1,4.08,1.69
i38,e06,c1,p16,l1,1.11,0.892
i38,e06,c1,p17,l1,2.48,4.288
i38,e06,c1,p18,l1,0.91,0.0
i38,e06,c1,p19,l1,7.77,10.39
i38,e06,c1,p20,l1,0.42,0.0
i38,e06,c1,p21,l1,3.29,3.3299999999999996
i38,e06,c1,p22,l1,1.04,0.312
i38,e06,c1,p23,l1,0.0,0.0
i38,e06,c1,p24,l1,1.48,1.48
i38,e06,c1,p25,l1,0.39,0.0
i38,e06,c1,p26,l1,0.44,0.0
i38,e06,c1,p28,l1,1.26,0.248
i38,e06,c1,p29,l1,1.17,0.602
i38,e06,c1,p30,l1,0.0,0.0
i38,e06,c1,p31,l1,0.0,0.0
i38,e06,c1,p32,l1,0.28,0.0
i38,e06,c1,p33,l1,0.0,0.0
i38,e06,c1,p34,l1,0.0,0.0
i38,e06,c1,p35,l1,0.0,0.0
i38,e06,c4,p01,l1,0.0,0.0
i38,e06,c4,p02,l1,0.0,0.0
i38,e06,c4,p03,l1,0.0,0.0
i38,e06,c4,p04,l1,0.0,0.0
i38,e06,c4,p05,l1,0.0,0.0
i38,e06,c4,p06,l1,0.0,0.0
i38,e06,c4,p07,l1,0.0,0.0
i38,e06,c4,p08,l1,0.0,0.0
i38,e06,c4,p09,l1,0.0,0.0
i38,e06,c4,p10,l1,0.86,0.79
i38,e06,c4,p11,l1,0.0,0.0
i38,e06,c4,p12,l1,0.48,0.0
i38,e06,c4,p13,l1,0.44,0.0
i38,e06,c4,p14,l1,0.0,0.0
i38,e06,c4,p15,l1,0.0,0.0
i38,e06,c4,p16,l1,0.0,0.0
i38,e06,c4,p17,l1,0.0,0.0
i38,e06,c4,p18,l1,0.0,0.0
i38,e06,c4,p19,l1,1.16,0.0
i38,e06,c4,p20,l1,0.0,0.0
i38,e06,c4,p21,l1,1.12,0.0
i38,e06,c4,p22,l1,0.0,0.0
i38,e06,c4,p23,l1,0.0,0.0
i38,e06,c4,p24,l1,0.0,0.0
i38,e06,c4,p25,l1,0.0,0.0
i38,e06,c4,p26,l1,0.0,0.0
i38,e06,c4,p28,l1,0.0,0.0
i38,e06,c4,p29,l1,0.32,0.646
i38,e06,c4,p30,l1,0.0,0.0
i38,e06,c4,p31,l1,0.0,0.0
i38,e06,c4,p32,l1,0.0,0.0
i38,e06,c4,p35,l1,0.0,0.0
i38,e06,c7,p01,l1,0.0,0.0
i38,e06,c7,p07,l1,0.0,0.0
i38,e07,c1,p01,l2,12.43,18.983999999999998
i38,e07,c1,p01,l3,0.15,0.0
i38,e07,c1,p02,l2,2.53,3.4180000000000006
i38,e07,c1,p02,l3,0.0,0.0
i38,e07,c1,p03,l2,6.07,5.29
i38,e07,c1,p03,l3,0.0,0.0
i38,e07,c1,p04,l2,1.9,1.416
i38,e07,c1,p04,l3,0.0,0.0
i38,e07,c1,p05,l2,5.78,6.956
i38,e07,c1,p05,l3,0.0,0.0
i38,e07,c1,p06,l2,0.99,1.02
i38,e07,c1,p06,l3,0.0,0.0
i38,e07,c1,p07,l2,4.96,4.154
i38,e07,c1,p07,l3,0.1,0.2
i38,e07,c1,p08,l2,2.23,1.75
i38,e07,c1,p08,l3,4.16,8.312000000000001
i38,e07,c1,p09,l2,0.51,0.488
i38,e07,c1,p09,l3,0.23,0.0
i38,e07,c1,p10,l2,51.86,46.876
i38,e07,c1,p10,l3,0.0,0.0
i38,e07,c1,p11,l2,12.15,10.084
i38,e07,c1,p11,l3,0.0,0.0
i38,e07,c1,p12,l2,13.13,3.934
i38,e07,c1,p12,l3,0.0,0.0
i38,e07,c1,p13,l2,4.56,2.462
i38,e07,c1,p13,l3,0.0,0.0
i38,e07,c1,p14,l2,2.57,2.536
i38,e07,c1,p14,l3,0.0,0.0
i38,e07,c1,p15,l2,11.14,6.454000000000001
i38,e07,c1,p15,l3,0.0,0.0
i38,e07,c1,p16,l2,3.04,3.11
i38,e07,c1,p16,l3,0.0,0.0
i38,e07,c1,p17,l2,4.38,5.537999999999999
i38,e07,c1,p17,l3,0.0,0.0
i38,e07,c1,p18,l2,3.12,5.063999999999999
i38,e07,c1,p18,l3,0.0,0.0
i38,e07,c1,p19,l2,18.29,18.222
i38,e07,c1,p19,l3,0.0,0.0
i38,e07,c1,p20,l2,0.36,0.348
i38,e07,c1,p20,l3,0.0,0.0
i38,e07,c1,p21,l2,4.24,5.294
i38,e07,c1,p21,l3,0.15,0.31
i38,e07,c1,p22,l2,0.59,0.0
i38,e07,c1,p22,l3,0.0,0.0
i38,e07,c1,p23,l2,0.83,0.8780000000000001
i38,e07,c1,p23,l3,0.0,0.0
i38,e07,c1,p24,l2,1.89,1.136
i38,e07,c1,p24,l3,0.0,0.0
i38,e07,c1,p25,l2,2.27,1.5879999999999999
i38,e07,c1,p25,l3,0.0,0.0
i38,e07,c1,p26,l2,0.34,0.27
i38,e07,c1,p26,l3,0.0,0.0
i38,e07,c1,p28,l2,0.87,0.22400000000000003
i38,e07,c1,p28,l3,0.0,0.0
i38,e07,c1,p29,l2,3.31,3.748
i38,e07,c1,p29,l3,0.0,0.0
i38,e07,c1,p30,l2,0.2,0.404
i38,e07,c1,p30,l3,0.0,0.0
i38,e07,c1,p31,l2,0.1,0.2
i38,e07,c1,p32,l2,0.39,0.772
i38,e07,c1,p32,l3,0.0,0.0
i38,e07,c1,p33,l2,0.0,0.0
i38,e07,c1,p34,l2,0.0,0.0
i38,e07,c1,p35,l2,0.22,0.0
i38,e07,c1,p35,l3,0.0,0.0
i38,e07,c4,p01,l2,0.2,0.40800000000000003
i38,e07,c4,p01,l3,0.0,0.0
i38,e07,c4,p02,l2,0.0,0.0
i38,e07,c4,p02,l3,0.0,0.0
i38,e07,c4,p03,l2,0.76,1.528
i38,e07,c4,p03,l3,0.0,0.0
i38,e07,c4,p04,l2,0.0,0.0
i38,e07,c4,p04,l3,0.0,0.0
i38,e07,c4,p05,l2,0.5,0.758
i38,e07,c4,p05,l3,0.0,0.0
i38,e07,c4,p06,l2,2.1,0.23399999999999999
i38,e07,c4,p07,l2,0.0,0.0
i38,e07,c4,p07,l3,0.0,0.0
i38,e07,c4,p08,l2,0.0,0.0
i38,e07,c4,p08,l3,0.0,0.0
i38,e07,c4,p09,l2,0.41,0.8099999999999999
i38,e07,c4,p10,l2,0.39,0.484
i38,e07,c4,p10,l3,0.0,0.0
i38,e07,c4,p11,l2,0.0,0.0
i38,e07,c4,p11,l3,0.0,0.0
i38,e07,c4,p12,l2,0.0,0.0
i38,e07,c4,p12,l3,0.0,0.0
i38,e07,c4,p13,l2,0.0,0.0
i38,e07,c4,p13,l3,0.0,0.0
i38,e07,c4,p14,l2,0.0,0.0
i38,e07,c4,p15,l2,0.0,0.0
i38,e07,c4,p16,l2,0.0,0.0
i38,e07,c4,p17,l2,0.0,0.0
i38,e07,c4,p18,l2,0.0,0.0
i38,e07,c4,p19,l2,0.53,1.06
i38,e07,c4,p20,l2,0.0,0.0
i38,e07,c4,p21,l2,0.0,0.0
i38,e07,c4,p22,l2,0.0,0.0
i38,e07,c4,p22,l3,0.0,0.0
i38,e07,c4,p23,l2,0.0,0.0
i38,e07,c4,p24,l2,0.11,0.0
i38,e07,c4,p24,l3,0.0,0.0
i38,e07,c4,p25,l2,0.0,0.0
i38,e07,c4,p25,l3,0.0,0.0
i38,e07,c4,p26,l2,0.0,0.0
i38,e07,c4,p28,l2,0.0,0.0
i38,e07,c4,p29,l2,0.2,0.0
i38,e07,c4,p32,l2,0.0,0.0
i38,e07,c4,p35,l2,0.0,0.0
i38,e07,c7,p10,l2,0.0,0.0
i38,e07,c7,p11,l2,0.0,0.0
i38,e07,c7,p17,l2,0.0,0.0
i38,e08,c1,p01,l1,37.74,50.068000000000005
i38,e08,c1,p01,l2,41.37,44.10799999999999
i38,e08,c1,p01,l3,0.0,0.0
i38,e08,c1,p01,l4,530.62,451.85
i38,e08,c1,p02,l1,16.67,26.764
i38,e08,c1,p02,l2,9.71,3.2479999999999998
i38,e08,c1,p02,l3,0.0,0.0
i38,e08,c1,p02,l4,148.06,196.99399999999997
i38,e08,c1,p03,l1,21.61,15.1
i38,e08,c1,p03,l2,14.21,9.698
i38,e08,c1,p03,l3,0.0,0.0
i38,e08,c1,p03,l4,333.89,361.92600000000004
i38,e08,c1,p04,l1,2.53,1.17
i38,e08,c1,p04,l2,6.31,5.119999999999999
i38,e08,c1,p04,l3,0.0,0.0
i38,e08,c1,p04,l4,133.72,155.714
i38,e08,c1,p05,l1,7.36,8.974
i38,e08,c1,p05,l2,28.21,8.494
i38,e08,c1,p05,l3,0.0,0.0
i38,e08,c1,p05,l4,242.39,287.27599999999995
i38,e08,c1,p06,l1,1.92,1.048
i38,e08,c1,p06,l2,4.15,5.064
i38,e08,c1,p06,l3,0.0,0.0
i38,e08,c1,p06,l4,124.92,111.16
i38,e08,c1,p07,l1,12.88,5.92
i38,e08,c1,p07,l2,7.33,8.347999999999999
i38,e08,c1,p07,l3,0.0,0.0
i38,e08,c1,p07,l4,288.75,313.56399999999996
i38,e08,c1,p08,l1,1.83,0.404
i38,e08,c1,p08,l2,2.12,1.56
i38,e08,c1,p08,l3,0.0,0.0
i38,e08,c1,p08,l4,87.33,95.408
i38,e08,c1,p09,l1,2.62,2.674
i38,e08,c1,p09,l2,3.22,2.992
i38,e08,c1,p09,l3,0.0,0.0
i38,e08,c1,p09,l4,94.55,136.178
i38,e08,c1,p10,l1,218.13,325.82
i38,e08,c1,p10,l2,182.22,163.36
i38,e08,c1,p10,l3,0.0,0.0
i38,e08,c1,p10,l4,3287.24,3596.476
i38,e08,c1,p11,l1,22.74,29.556
i38,e08,c1,p11,l2,20.49,21.632
i38,e08,c1,p11,l3,0.0,0.0
i38,e08,c1,p11,l4,402.53,406.104
i38,e08,c1,p12,l1,13.07,21.766
i38,e08,c1,p12,l2,15.0,11.233999999999998
i38,e08,c1,p12,l3,0.0,0.0
i38,e08,c1,p12,l4,273.07,286.62399999999997
i38,e08,c1,p13,l1,12.29,7.542
i38,e08,c1,p13,l2,33.33,29.812
i38,e08,c1,p13,l3,0.0,0.0
i38,e08,c1,p13,l4,949.09,879.606
i38,e08,c1,p14,l1,4.9,7.0699999999999985
i38,e08,c1,p14,l2,23.94,14.172
i38,e08,c1,p14,l3,0.0,0.0
i38,e08,c1,p14,l4,299.44,304.406
i38,e08,c1,p15,l1,50.01,78.11
i38,e08,c1,p15,l2,28.71,35.763999999999996
i38,e08,c1,p15,l3,0.0,0.0
i38,e08,c1,p15,l4,317.42,336.86199999999997
i38,e08,c1,p16,l1,76.79,58.988
i38,e08,c1,p16,l2,7.92,9.042
i38,e08,c1,p16,l3,0.0,0.0
i38,e08,c1,p16,l4,305.65,164.99
i38,e08,c1,p17,l1,34.5,20.133999999999997
i38,e08,c1,p17,l2,28.16,25.458
i38,e08,c1,p17,l3,0.0,0.0
i38,e08,c1,p17,l4,404.01,577.6479999999999
i38,e08,c1,p18,l1,40.65,17.808
i38,e08,c1,p18,l2,27.52,33.176
i38,e08,c1,p18,l3,0.0,0.0
i38,e08,c1,p18,l4,335.04,299.43600000000004
i38,e08,c1,p19,l1,86.79,89.712
i38,e08,c1,p19,l2,40.68,44.227999999999994
i38,e08,c1,p19,l3,0.0,0.0
i38,e08,c1,p19,l4,1232.24,1190.512
i38,e08,c1,p20,l1,3.47,5.43
i38,e08,c1,p20,l2,1.31,1.386
i38,e08,c1,p20,l3,0.0,0.0
i38,e08,c1,p20,l4,40.34,42.0
i38,e08,c1,p21,l1,20.15,6.9879999999999995
i38,e08,c1,p21,l2,10.7,12.35
i38,e08,c1,p21,l3,0.0,0.0
i38,e08,c1,p21,l4,359.84,312.9
i38,e08,c1,p22,l1,1.09,1.5080000000000002
i38,e08,c1,p22,l2,4.91,7.824000000000001
i38,e08,c1,p22,l3,0.0,0.0
i38,e08,c1,p22,l4,107.04,95.922
i38,e08,c1,p23,l1,2.09,3.2039999999999997
i38,e08,c1,p23,l2,4.49,5.023999999999999
i38,e08,c1,p23,l3,0.0,0.0
i38,e08,c1,p23,l4,113.77,87.79599999999999
i38,e08,c1,p24,l1,17.68,29.77
i38,e08,c1,p24,l2,6.84,7.698
i38,e08,c1,p24,l3,0.0,0.0
i38,e08,c1,p24,l4,220.93,318.46799999999996
i38,e08,c1,p25,l1,0.28,0.5640000000000001
i38,e08,c1,p25,l2,1.01,0.882
i38,e08,c1,p25,l3,0.0,0.0
i38,e08,c1,p25,l4,46.98,51.686
i38,e08,c1,p26,l1,0.53,1.058
i38,e08,c1,p26,l2,0.36,0.512
i38,e08,c1,p26,l3,0.0,0.0
i38,e08,c1,p26,l4,23.79,26.22
i38,e08,c1,p27,l1,0.0,0.0
i38,e08,c1,p27,l2,0.0,0.0
i38,e08,c1,p27,l4,0.52,0.0
i38,e08,c1,p28,l1,1.25,2.23
i38,e08,c1,p28,l2,1.1,1.302
i38,e08,c1,p28,l3,0.0,0.0
i38,e08,c1,p28,l4,65.47,62.044000000000004
i38,e08,c1,p29,l1,6.99,11.232
i38,e08,c1,p29,l2,26.2,27.244
i38,e08,c1,p29,l3,0.0,0.0
i38,e08,c1,p29,l4,121.88,101.964
i38,e08,c1,p30,l1,0.3,0.606
i38,e08,c1,p30,l2,0.15,0.298
i38,e08,c1,p30,l4,18.68,31.291999999999994
i38,e08,c1,p31,l1,0.17,0.0
i38,e08,c1,p31,l2,0.49,0.312
i38,e08,c1,p31,l3,0.0,0.0
i38,e08,c1,p31,l4,6.29,10.028
i38,e08,c1,p32,l1,1.76,2.428
i38,e08,c1,p32,l2,6.34,4.398
i38,e08,c1,p32,l3,0.0,0.0
i38,e08,c1,p32,l4,135.22,165.448
i38,e08,c1,p33,l1,0.0,0.0
i38,e08,c1,p33,l2,0.0,0.0
i38,e08,c1,p33,l4,2.97,5.942
i38,e08,c1,p34,l1,0.0,0.0
i38,e08,c1,p34,l2,0.0,0.0
i38,e08,c1,p34,l4,0.44,0.8780000000000001
i38,e08,c1,p35,l1,2.32,2.224
i38,e08,c1,p35,l2,25.69,45.355999999999995
i38,e08,c1,p35,l3,0.0,0.0
i38,e08,c1,p35,l4,690.05,718.8419999999999
i38,e08,c4,p01,l1,0.0,0.0
i38,e08,c4,p01,l2,0.65,0.6119999999999999
i38,e08,c4,p01,l4,10.34,15.272
i38,e08,c4,p02,l1,0.4,0.798
i38,e08,c4,p02,l2,0.0,0.0
i38,e08,c4,p02,l4,1.93,3.036
i38,e08,c4,p03,l1,3.24,0.0
i38,e08,c4,p03,l2,0.15,0.0
i38,e08,c4,p03,l4,4.45,3.618
i38,e08,c4,p04,l1,0.0,0.0
i38,e08,c4,p04,l2,0.56,0.0
i38,e08,c4,p04,l4,11.76,21.022
i38,e08,c4,p05,l1,0.0,0.0
i38,e08,c4,p05,l2,0.13,0.0
i38,e08,c4,p05,l3,0.0,0.0
i38,e08,c4,p05,l4,2.58,2.534
i38,e08,c4,p06,l1,0.12,0.0
i38,e08,c4,p06,l2,0.0,0.0
i38,e08,c4,p06,l4,0.65,0.21000000000000002
i38,e08,c4,p07,l1,0.3,0.604
i38,e08,c4,p07,l2,0.2,0.41
i38,e08,c4,p07,l4,2.33,1.6320000000000001
i38,e08,c4,p08,l1,0.83,1.6600000000000001
i38,e08,c4,p08,l2,0.0,0.0
i38,e08,c4,p08,l4,0.33,0.44800000000000006
i38,e08,c4,p09,l1,0.0,0.0
i38,e08,c4,p09,l2,0.0,0.0
i38,e08,c4,p09,l4,0.64,0.932
i38,e08,c4,p10,l1,0.66,0.308
i38,e08,c4,p10,l2,1.07,0.22000000000000003
i38,e08,c4,p10,l3,0.0,0.0
i38,e08,c4,p10,l4,46.45,69.098
i38,e08,c4,p11,l1,8.37,16.734
i38,e08,c4,p11,l2,0.12,0.23199999999999998
i38,e08,c4,p11,l3,0.0,0.0
i38,e08,c4,p11,l4,3.12,5.531999999999999
i38,e08,c4,p12,l1,0.22,0.0
i38,e08,c4,p12,l2,0.4,0.0
i38,e08,c4,p12,l4,6.18,2.2039999999999997
i38,e08,c4,p13,l1,0.12,0.23399999999999999
i38,e08,c4,p13,l2,0.0,0.0
i38,e08,c4,p13,l4,0.79,1.5859999999999999
i38,e08,c4,p14,l1,0.0,0.0
i38,e08,c4,p14,l2,0.0,0.0
i38,e08,c4,p14,l4,1.16,1.6440000000000001
i38,e08,c4,p15,l1,0.14,0.282
i38,e08,c4,p15,l2,0.68,1.35
i38,e08,c4,p15,l4,1.18,1.426
i38,e08,c4,p16,l1,2.97,1.8960000000000001
i38,e08,c4,p16,l2,0.0,0.0
i38,e08,c4,p16,l4,16.44,19.364
i38,e08,c4,p17,l1,0.0,0.0
i38,e08,c4,p17,l2,0.0,0.0
i38,e08,c4,p17,l4,1.41,0.834
i38,e08,c4,p18,l1,0.0,0.0
i38,e08,c4,p18,l2,0.0,0.0
i38,e08,c4,p18,l4,5.72,10.940000000000001
i38,e08,c4,p19,l1,0.1,0.0
i38,e08,c4,p19,l2,0.53,0.6439999999999999
i38,e08,c4,p19,l3,0.0,0.0
i38,e08,c4,p19,l4,3.37,3.9840000000000004
i38,e08,c4,p20,l1,0.0,0.0
i38,e08,c4,p20,l2,0.0,0.0
i38,e08,c4,p20,l4,0.0,0.0
i38,e08,c4,p21,l1,0.24,0.262
i38,e08,c4,p21,l2,1.04,1.432
i38,e08,c4,p21,l3,0.0,0.0
i38,e08,c4,p21,l4,16.49,22.034
i38,e08,c4,p22,l1,0.0,0.0
i38,e08,c4,p22,l2,0.18,0.356
i38,e08,c4,p22,l4,0.36,0.302
i38,e08,c4,p23,l1,0.13,0.262
i38,e08,c4,p23,l2,0.0,0.0
i38,e08,c4,p23,l4,0.0,0.0
i38,e08,c4,p24,l1,0.0,0.0
i38,e08,c4,p24,l2,0.1,0.0
i38,e08,c4,p24,l4,8.93,1.4120000000000001
i38,e08,c4,p25,l1,0.0,0.0
i38,e08,c4,p25,l2,0.0,0.0
i38,e08,c4,p25,l4,0.17,0.0
i38,e08,c4,p26,l1,0.0,0.0
i38,e08,c4,p26,l2,0.0,0.0
i38,e08,c4,p26,l4,0.0,0.0
i38,e08,c4,p27,l1,0.0,0.0
i38,e08,c4,p27,l4,0.0,0.0
i38,e08,c4,p28,l1,0.51,1.018
i38,e08,c4,p28,l2,0.0,0.0
i38,e08,c4,p28,l4,0.0,0.0
i38,e08,c4,p29,l1,0.0,0.0
i38,e08,c4,p29,l2,1.05,0.7619999999999999
i38,e08,c4,p29,l4,1.09,1.7420000000000002
i38,e08,c4,p30,l1,0.0,0.0
i38,e08,c4,p30,l2,0.0,0.0
i38,e08,c4,p30,l4,0.0,0.0
i38,e08,c4,p31,l1,0.0,0.0
i38,e08,c4,p31,l2,0.0,0.0
i38,e08,c4,p31,l4,0.0,0.0
i38,e08,c4,p32,l1,0.0,0.0
i38,e08,c4,p32,l2,0.0,0.0
i38,e08,c4,p32,l4,10.23,12.55
i38,e08,c4,p33,l1,0.0,0.0
i38,e08,c4,p33,l4,0.0,0.0
i38,e08,c4,p34,l1,0.0,0.0
i38,e08,c4,p34,l4,0.0,0.0
i38,e08,c4,p35,l1,0.0,0.0
i38,e08,c4,p35,l2,0.0,0.0
i38,e08,c4,p35,l4,0.13,0.264
i38,e08,c7,p01,l1,0.0,0.0
i38,e08,c7,p01,l4,0.0,0.0
i38,e08,c7,p02,l4,0.0,0.0
i38,e08,c7,p03,l1,0.0,0.0
i38,e08,c7,p03,l4,0.0,0.0
i38,e08,c7,p04,l1,0.0,0.0
i38,e08,c7,p04,l4,0.0,0.0
i38,e08,c7,p05,l4,0.0,0.0
i38,e08,c7,p06,l1,0.0,0.0
i38,e08,c7,p06,l2,0.0,0.0
i38,e08,c7,p06,l4,0.0,0.0
i38,e08,c7,p07,l1,0.0,0.0
i38,e08,c7,p07,l2,0.0,0.0
i38,e08,c7,p07,l4,0.0,0.0
i38,e08,c7,p08,l4,0.0,0.0
i38,e08,c7,p09,l1,0.0,0.0
i38,e08,c7,p09,l4,0.0,0.0
i38,e08,c7,p10,l1,0.0,0.0
i38,e08,c7,p10,l2,0.0,0.0
i38,e08,c7,p10,l4,0.0,0.0
i38,e08,c7,p11,l2,0.0,0.0
i38,e08,c7,p11,l4,0.0,0.0
i38,e08,c7,p12,l4,0.0,0.0
i38,e08,c7,p13,l4,0.0,0.0
i38,e08,c7,p14,l4,0.0,0.0
i38,e08,c7,p15,l2,0.0,0.0
i38,e08,c7,p15,l4,0.0,0.0
i38,e08,c7,p16,l4,0.0,0.0
i38,e08,c7,p17,l1,0.0,0.0
i38,e08,c7,p17,l2,0.0,0.0
i38,e08,c7,p17,l4,0.0,0.0
i38,e08,c7,p18,l1,0.0,0.0
i38,e08,c7,p18,l4,0.0,0.0
i38,e08,c7,p19,l1,0.0,0.0
i38,e08,c7,p19,l4,0.0,0.0
i38,e08,c7,p20,l4,0.0,0.0
i38,e08,c7,p21,l1,0.0,0.0
i38,e08,c7,p21,l2,0.0,0.0
i38,e08,c7,p21,l4,0.0,0.0
i38,e08,c7,p24,l1,0.0,0.0
i38,e08,c7,p24,l4,0.0,0.0
i38,e08,c7,p25,l4,0.0,0.0
i38,e08,c7,p29,l1,0.0,0.0
i38,e08,c7,p29,l2,0.0,0.0
i38,e08,c7,p29,l4,0.0,0.0
i38,e08,c7,p30,l1,0.0,0.0
i38,e08,c7,p30,l4,0.0,0.0
i38,e08,c7,p31,l1,0.0,0.0
